id,session_id,date,confirmationsCount,confirmations,result,loss_reason
81,2db6b032-e6ff-4349-b468-ab2b82e962b7,2025-03-12T22:26:11+01:00,2,"[""Supply/Demand Zone"",""Buyers/Sellers Entry""]",win,
82,2db6b032-e6ff-4349-b468-ab2b82e962b7,2025-03-12T22:41:08+01:00,5,"[""Supply/Demand Zone"",""QM Setup"",""Overlapping levels"",""With The Trend"",""Strong S/R Break""]",win,
83,2db6b032-e6ff-4349-b468-ab2b82e962b7,2025-03-12T22:46:14+01:00,1,"[""QM Setup""]",loss,
84,2db6b032-e6ff-4349-b468-ab2b82e962b7,2025-03-12T22:49:38+01:00,3,"[""Strong S/R Level"",""Triple Pattern"",""Gap""]",win,
85,2db6b032-e6ff-4349-b468-ab2b82e962b7,2025-03-12T22:51:19+01:00,1,"[""Supply/Demand Zone""]",win,
86,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T19:20:00+01:00,5,"[""Triple Pattern"",""Exhaustion Candle"",""Strong S/R Break"",""Ranging Doji Break"",""Psycho Pattern""]",win,
87,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T19:27:15+01:00,3,"[""Exhaustion Candle"",""Ranging Doji Break"",""Triple Pattern""]",loss,
88,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T19:31:02+01:00,3,"[""Round number"",""Supply/Demand Zone"",""QM Setup""]",win,
89,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T19:31:04+01:00,3,"[""Round number"",""Supply/Demand Zone"",""QM Setup""]",win,
90,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T19:36:33+01:00,3,"[""Ranging Doji Break"",""Double pattern"",""Gap""]",win,
91,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T19:44:16+01:00,1,"[""QM Setup""]",loss,
92,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T20:05:31+01:00,4,"[""Overlapping levels"",""Strong S/R Break"",""Gap"",""Round number""]",win,
93,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T20:07:42+01:00,3,"[""Ranging Doji Break"",""Round number"",""Marubozu Candle""]",win,
94,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T20:11:32+01:00,3,"[""Ranging Doji Break"",""Strong S/R Level"",""Double pattern""]",win,
95,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T20:17:05+01:00,3,"[""Double pattern"",""CPOR"",""Strong S/R Level""]",win,
96,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T22:05:49+01:00,2,"[""Double pattern"",""Gap""]",loss,
97,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T22:11:08+01:00,1,"[""QM Setup""]",win,
98,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T22:11:10+01:00,1,"[""QM Setup""]",loss,
99,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T22:42:09+01:00,1,"[""Supply/Demand Zone""]",win,
100,48cbc3ac-ad5d-4b08-b42c-034f6d25c684,2025-03-13T23:14:13+01:00,4,"[""QM Setup"",""Supply/Demand Zone"",""Buyers/Sellers Entry"",""Strong S/R Level""]",loss,
101,dfaa98a6-4cb1-4233-8dfd-deafc63160b8,2025-03-14T20:14:02+01:00,2,"[""Gap"",""Supply/Demand Zone""]",win,
102,dfaa98a6-4cb1-4233-8dfd-deafc63160b8,2025-03-14T20:22:32+01:00,5,"[""Round number"",""Supply/Demand Zone"",""Buyers/Sellers Entry"",""Strong S/R Level"",""Gap""]",win,
103,dfaa98a6-4cb1-4233-8dfd-deafc63160b8,2025-03-14T20:29:04+01:00,1,"[""Supply/Demand Zone""]",loss,
107,dfaa98a6-4cb1-4233-8dfd-deafc63160b8,2025-03-14T21:08:23+01:00,5,"[""Double pattern"",""Gap"",""Ranging Doji Break"",""Strong S/R Break"",""Market Sequence""]",win,
108,dfaa98a6-4cb1-4233-8dfd-deafc63160b8,2025-03-14T21:12:43+01:00,7,"[""CPOR"",""Exhaustion Candle"",""Double pattern"",""Strong S/R Break"",""Ranging Doji Break"",""Gap"",""Market Sequence""]",win,
109,dfaa98a6-4cb1-4233-8dfd-deafc63160b8,2025-03-14T21:21:30+01:00,3,"[""Gap"",""Supply/Demand Zone"",""Round number""]",win,
110,dfaa98a6-4cb1-4233-8dfd-deafc63160b8,2025-03-14T21:31:30+01:00,1,"[""Supply/Demand Zone""]",win,
111,dfaa98a6-4cb1-4233-8dfd-deafc63160b8,2025-03-14T21:39:54+01:00,3,"[""QM Setup"",""Market Sequence"",""Double pattern""]",win,
112,e76535e4-b2ce-4c47-beee-754a9e6d71e2,2025-03-15T18:57:24+01:00,2,"[""QM Setup"",""Gap""]",win,
113,e76535e4-b2ce-4c47-beee-754a9e6d71e2,2025-03-15T19:32:05+01:00,4,"[""Strong S/R Break"",""Supply/Demand Zone"",""Double pattern"",""Gap""]",loss,
114,e76535e4-b2ce-4c47-beee-754a9e6d71e2,2025-03-15T19:42:24+01:00,4,"[""Market Sequence"",""Double pattern"",""Round number"",""Strong S/R Level""]",win,
116,e76535e4-b2ce-4c47-beee-754a9e6d71e2,2025-03-15T20:00:13+01:00,1,"[""QM Setup""]",loss,
117,e76535e4-b2ce-4c47-beee-754a9e6d71e2,2025-03-15T20:01:46+01:00,4,"[""Gap"",""Strong S/R Break"",""Triple Pattern"",""Ranging Doji Break""]",win,
118,e76535e4-b2ce-4c47-beee-754a9e6d71e2,2025-03-15T20:12:26+01:00,3,"[""Buyers/Sellers Entry"",""Strong S/R Level"",""Overlapping levels""]",win,
119,e76535e4-b2ce-4c47-beee-754a9e6d71e2,2025-03-15T20:18:24+01:00,1,"[""Supply/Demand Zone""]",loss,
120,e76535e4-b2ce-4c47-beee-754a9e6d71e2,2025-03-15T20:23:49+01:00,5,"[""Double pattern"",""Strong S/R Break"",""Round number"",""CPOR"",""Ranging Doji Break""]",win,
121,e76535e4-b2ce-4c47-beee-754a9e6d71e2,2025-03-15T22:09:28+01:00,4,"[""QM Setup"",""Ranging Doji Break"",""Strong S/R Level"",""Round number""]",win,
122,e76535e4-b2ce-4c47-beee-754a9e6d71e2,2025-03-15T22:12:17+01:00,3,"[""CPOR"",""Ranging Doji Break"",""Gap""]",win,
123,e76535e4-b2ce-4c47-beee-754a9e6d71e2,2025-03-15T22:22:03+01:00,5,"[""With The Trend"",""Double pattern"",""Ranging Doji Break"",""Gap"",""Strong S/R Level""]",win,
165,024ba11e-af51-4e3e-9e29-ae5450235e18,2025-03-17T21:08:15+01:00,4,"[""Triple Pattern Retrace"",""Gap"",""Supply/Demand Rejection"",""Strong S/R Rejection""]",loss,
166,024ba11e-af51-4e3e-9e29-ae5450235e18,2025-03-17T21:08:32+01:00,3,"[""Ranging Doji Break"",""Gap"",""CPR Rejection""]",win,
168,024ba11e-af51-4e3e-9e29-ae5450235e18,2025-03-17T21:47:50+01:00,4,"[""Ranging Doji Break"",""CPR Rejection"",""QM Rejection"",""Supply/Demand Rejection""]",win,
169,024ba11e-af51-4e3e-9e29-ae5450235e18,2025-03-17T21:58:30+01:00,3,"[""CPR Rejection"",""Double Pattern Retrace"",""Round Number Rejection""]",win,
170,024ba11e-af51-4e3e-9e29-ae5450235e18,2025-03-17T22:17:20+01:00,3,"[""Double Pattern Retrace"",""Ranging Doji Break"",""With The Trend""]",loss,
171,024ba11e-af51-4e3e-9e29-ae5450235e18,2025-03-17T22:18:38+01:00,2,"[""Double Pattern Retrace"",""Ranging Doji Break""]",win,
172,024ba11e-af51-4e3e-9e29-ae5450235e18,2025-03-17T22:21:02+01:00,4,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Round Number Rejection"",""CPR Rejection""]",loss,
173,024ba11e-af51-4e3e-9e29-ae5450235e18,2025-03-17T22:27:16+01:00,1,"[""QM Rejection""]",win,
174,024ba11e-af51-4e3e-9e29-ae5450235e18,2025-03-17T22:29:11+01:00,2,"[""Gap"",""Supply/Demand Rejection""]",loss,
175,024ba11e-af51-4e3e-9e29-ae5450235e18,2025-03-17T22:40:25+01:00,2,"[""Supply/Demand Rejection"",""Double Pattern Retrace""]",win,
176,024ba11e-af51-4e3e-9e29-ae5450235e18,2025-03-17T22:58:24+01:00,1,"[""QM Rejection""]",loss,
188,3d70ed3b-1e1a-4942-9926-b8fc56bb4044,2025-03-21T22:37:28+01:00,3,"[""CPR Rejection"",""Round Number Rejection"",""Psycho Pattern""]",win,
189,3d70ed3b-1e1a-4942-9926-b8fc56bb4044,2025-03-21T22:37:35+01:00,2,"[""Triple Pattern Retrace"",""Gap""]",win,
190,3d70ed3b-1e1a-4942-9926-b8fc56bb4044,2025-03-21T22:41:24+01:00,2,"[""Gap"",""Double Pattern Retrace""]",loss,
191,3d70ed3b-1e1a-4942-9926-b8fc56bb4044,2025-03-21T22:43:28+01:00,2,"[""CPR Rejection"",""Ranging Doji Break""]",win,
192,3d70ed3b-1e1a-4942-9926-b8fc56bb4044,2025-03-21T22:53:20+01:00,3,"[""Gap"",""Strong S/R Rejection"",""With The Trend""]",win,
194,3d70ed3b-1e1a-4942-9926-b8fc56bb4044,2025-03-21T23:07:51+01:00,6,"[""With The Trend"",""Strong S/R Rejection"",""Round Number Rejection"",""CPR Rejection"",""Gap"",""Double Pattern Retrace""]",win,
205,c8f3c956-6de9-48e7-a6c3-cf0068b3c250,2025-03-22T23:46:07+01:00,3,"[""Gap"",""Double Pattern Retrace"",""Market Sequence""]",win,
206,c8f3c956-6de9-48e7-a6c3-cf0068b3c250,2025-03-22T23:47:33+01:00,2,"[""Gap"",""CPR Rejection""]",loss,
207,6e031a2c-4ce6-49ec-b746-477faad4e2c1,2025-03-23T15:02:51+01:00,3,"[""CPR Rejection"",""Gap"",""Ranging Doji Break""]",loss,
208,6e031a2c-4ce6-49ec-b746-477faad4e2c1,2025-03-23T15:42:39+01:00,2,"[""Gap"",""Ranging Doji Break""]",loss,
209,6e031a2c-4ce6-49ec-b746-477faad4e2c1,2025-03-23T15:42:47+01:00,2,"[""Gap"",""Ranging Doji Break""]",win,
210,6e031a2c-4ce6-49ec-b746-477faad4e2c1,2025-03-23T15:45:05+01:00,3,"[""Gap"",""Ranging Doji Break"",""CPR Rejection""]",win,
212,6e031a2c-4ce6-49ec-b746-477faad4e2c1,2025-03-23T15:53:18+01:00,6,"[""With The Trend"",""Gap"",""CPR Rejection"",""Micro Range"",""Market Sequence"",""Ranging Doji Break""]",win,
213,6e031a2c-4ce6-49ec-b746-477faad4e2c1,2025-03-23T16:07:39+01:00,3,"[""Gap"",""Round Number Break"",""CPR Break""]",loss,
214,6e031a2c-4ce6-49ec-b746-477faad4e2c1,2025-03-23T22:31:15+01:00,3,"[""Gap"",""Market Sequence"",""Micro Range""]",win,
215,6e031a2c-4ce6-49ec-b746-477faad4e2c1,2025-03-23T22:35:06+01:00,4,"[""Gap"",""Trendline Rejection"",""Micro Range"",""Market Sequence""]",loss,
216,6e031a2c-4ce6-49ec-b746-477faad4e2c1,2025-03-23T22:39:29+01:00,3,"[""Ranging Doji Break"",""Strong S/R Rejection"",""Buyers/Sellers Entry""]",win,
217,6e031a2c-4ce6-49ec-b746-477faad4e2c1,2025-03-23T22:46:24+01:00,2,"[""Trendline Rejection"",""Market Sequence""]",loss,
218,6e031a2c-4ce6-49ec-b746-477faad4e2c1,2025-03-23T22:58:20+01:00,5,"[""Double Pattern Retrace"",""Gap"",""Exhaustion Candle Retrace"",""Round Number Break"",""Strong S/R Break""]",win,
219,291ad8cb-954e-416a-8caa-a8eaa8d30125,2025-03-24T22:09:02+01:00,2,"[""CPR Rejection"",""Supply/Demand Rejection""]",win,
220,291ad8cb-954e-416a-8caa-a8eaa8d30125,2025-03-24T22:14:52+01:00,5,"[""Triple Pattern Retrace"",""Strong S/R Rejection"",""Trendline Rejection"",""Round Number Break"",""Strong S/R Break""]",win,
221,291ad8cb-954e-416a-8caa-a8eaa8d30125,2025-03-24T22:17:21+01:00,4,"[""Ranging Doji Break"",""Gap"",""Round Number Break"",""Strong S/R Break""]",loss,
222,291ad8cb-954e-416a-8caa-a8eaa8d30125,2025-03-24T22:22:33+01:00,3,"[""Ranging Doji Break"",""Exhaustion Candle Retrace"",""Round Number Break""]",loss,
223,291ad8cb-954e-416a-8caa-a8eaa8d30125,2025-03-24T22:32:17+01:00,2,"[""Ranging Doji Break"",""Trendline Rejection""]",loss,
224,291ad8cb-954e-416a-8caa-a8eaa8d30125,2025-03-24T22:44:02+01:00,5,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Gap"",""Market Sequence"",""Micro Range""]",win,
225,291ad8cb-954e-416a-8caa-a8eaa8d30125,2025-03-24T22:55:21+01:00,2,"[""Ranging Doji Break"",""Gap""]",loss,
226,291ad8cb-954e-416a-8caa-a8eaa8d30125,2025-03-24T22:55:22+01:00,2,"[""Ranging Doji Break"",""Gap""]",loss,
227,291ad8cb-954e-416a-8caa-a8eaa8d30125,2025-03-24T22:56:07+01:00,2,"[""Triple Pattern Retrace"",""Ranging Doji Break""]",loss,
228,291ad8cb-954e-416a-8caa-a8eaa8d30125,2025-03-24T22:56:08+01:00,2,"[""Triple Pattern Retrace"",""Ranging Doji Break""]",loss,
229,29a06b40-22f2-4955-9d81-02da00e12efc,2025-03-25T10:57:04+01:00,4,"[""Trendline Rejection"",""Strong S/R Break"",""Double Pattern Retrace"",""Round Number Break""]",win,
230,de5ebaa4-2a2a-43d6-8491-120466fcdd7f,2025-03-26T22:57:25+01:00,3,"[""Gap"",""Ranging Doji Break"",""Strong S/R Rejection""]",loss,
231,de5ebaa4-2a2a-43d6-8491-120466fcdd7f,2025-03-26T23:13:34+01:00,3,"[""Supply/Demand Rejection"",""QM Rejection"",""Double Pattern Retrace""]",loss,
232,de5ebaa4-2a2a-43d6-8491-120466fcdd7f,2025-03-26T23:21:30+01:00,6,"[""Gap"",""CPR Rejection"",""Supply/Demand Rejection"",""Buyers/Sellers Entry"",""Market Sequence"",""Micro Range""]",win,
233,de5ebaa4-2a2a-43d6-8491-120466fcdd7f,2025-03-26T23:28:35+01:00,4,"[""Gap"",""CPR Rejection"",""With The Trend"",""Ranging Doji Break""]",win,
234,de5ebaa4-2a2a-43d6-8491-120466fcdd7f,2025-03-26T23:34:29+01:00,5,"[""With The Trend"",""Ranging Doji Break"",""Strong S/R Rejection"",""Double Pattern Retrace"",""Exhaustion Candle Retrace""]",win,
235,9721872e-01dc-4653-952c-e173ae0a492f,2025-03-27T20:58:03+01:00,3,"[""CPR Rejection"",""QM Rejection"",""Triple Pattern Retrace""]",win,
236,9721872e-01dc-4653-952c-e173ae0a492f,2025-03-27T21:13:24+01:00,3,"[""Ranging Doji Break"",""Gap"",""Double Pattern Retrace""]",loss,
237,9721872e-01dc-4653-952c-e173ae0a492f,2025-03-27T21:16:55+01:00,3,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Strong S/R Rejection""]",win,
238,9721872e-01dc-4653-952c-e173ae0a492f,2025-03-27T21:20:32+01:00,2,"[""Ranging Doji Break"",""CPR Rejection""]",win,
239,9721872e-01dc-4653-952c-e173ae0a492f,2025-03-27T21:25:46+01:00,3,"[""Ranging Doji Break"",""Strong S/R Rejection"",""Supply/Demand Rejection""]",win,
240,9721872e-01dc-4653-952c-e173ae0a492f,2025-03-27T21:29:54+01:00,3,"[""Gap"",""Round Number Rejection"",""QM Rejection""]",win,
242,827e5197-7927-4ac2-b7c2-7d40088ae13d,2025-03-28T20:55:36+01:00,3,"[""Gap"",""Double Pattern Retrace"",""CPR Rejection""]",loss,
243,827e5197-7927-4ac2-b7c2-7d40088ae13d,2025-03-28T21:05:28+01:00,4,"[""Supply/Demand Rejection"",""Double Pattern Retrace"",""Overlapping Levels Break"",""Strong S/R Rejection""]",win,
244,827e5197-7927-4ac2-b7c2-7d40088ae13d,2025-03-28T21:39:17+01:00,4,"[""Round Number Rejection"",""Gap"",""Trendline Rejection"",""Exhaustion Candle Retrace""]",loss,
246,827e5197-7927-4ac2-b7c2-7d40088ae13d,2025-03-28T21:51:15+01:00,5,"[""With The Trend"",""Exhaustion Candle Retrace"",""Ranging Doji Break"",""Strong S/R Rejection"",""Psycho Pattern""]",win,
247,827e5197-7927-4ac2-b7c2-7d40088ae13d,2025-03-28T21:54:04+01:00,3,"[""Double Pattern Retrace"",""Ranging Doji Break"",""CPR Rejection""]",loss,
248,827e5197-7927-4ac2-b7c2-7d40088ae13d,2025-03-28T22:15:14+01:00,2,"[""Gap"",""Strong S/R Rejection""]",loss,
249,827e5197-7927-4ac2-b7c2-7d40088ae13d,2025-03-28T22:20:39+01:00,3,"[""Double Pattern Retrace"",""CPR Rejection"",""Market Sequence""]",win,
250,d977b5cf-92d4-4bf0-8abd-9ee870dd8f61,2025-03-29T20:38:11+01:00,1,"[""QM Rejection""]",loss,"[""Going against the trend.""]"
251,d977b5cf-92d4-4bf0-8abd-9ee870dd8f61,2025-03-29T20:50:00+01:00,5,"[""Ranging Doji Break"",""Market Sequence"",""Micro Range"",""Double Pattern Retrace"",""Strong S/R Rejection""]",win,
252,d977b5cf-92d4-4bf0-8abd-9ee870dd8f61,2025-03-29T20:52:00+01:00,5,"[""Ranging Doji Break"",""Micro Range"",""Market Sequence"",""Double Pattern Retrace"",""Strong S/R Break""]",loss,
254,d977b5cf-92d4-4bf0-8abd-9ee870dd8f61,2025-03-29T21:10:38+01:00,3,"[""Gap"",""Triple Pattern Retrace"",""Ranging Doji Break""]",loss,
255,d977b5cf-92d4-4bf0-8abd-9ee870dd8f61,2025-03-29T21:13:19+01:00,4,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Strong S/R Rejection"",""Round Number Rejection""]",win,
256,d977b5cf-92d4-4bf0-8abd-9ee870dd8f61,2025-03-29T21:21:07+01:00,2,"[""Double Pattern Retrace"",""Trendline Rejection""]",loss,"[""Random trade.""]"
257,d977b5cf-92d4-4bf0-8abd-9ee870dd8f61,2025-03-29T21:25:27+01:00,4,"[""Market Sequence"",""Micro Range"",""Double Pattern Retrace"",""Strong S/R Rejection""]",loss,"[""Random trade.""]"
291,dadd2009-a20e-4cdc-8fb9-53e6d2de98fa,2025-04-02T22:19:18+02:00,4,"[""Ranging Doji Break"",""Strong S/R Break"",""Round Number Break"",""Supply/Demand Rejection""]",win,
292,dadd2009-a20e-4cdc-8fb9-53e6d2de98fa,2025-04-02T22:19:39+02:00,3,"[""Strong S/R Rejection"",""CPR Rejection"",""With The Trend""]",win,
293,dadd2009-a20e-4cdc-8fb9-53e6d2de98fa,2025-04-02T22:19:57+02:00,3,"[""Gap"",""Micro Range"",""ABC Break""]",loss,"[""Going against momentum.""]"
